"prop_conds","prop_zis"
0.169309924511146,0
0.295582593894013,0
0.200749851935865,0
0.171252126533642,0
0.190413732376185,0
0.211991307414779,0
0.178361751957135,0
0.228108370285404,0
0.416036674874734,0
0.138099455803738,0
0.219192657335037,0
0.196083952682784,0
0.280454286397754,0
0.169069878693069,0
0.262232425249486,0
0.0706902883092431,0
0.260452171349149,0
0.216066436916381,0
0.0663940416976202,0
0.252078560219025,0
0.0981477510526207,0
0.0459640994616096,0
0.25438479520455,0
0.218694409003548,0
0.17987750869335,0
0.298642499782186,0
0.0962260634212755,0
0.286113344004448,0
0.335494783297207,0
0.157659382660612,0
0.189811711597995,0
0.17486729243185,0
0.0449683259407002,0
0.296536979091994,0
0.531158653230958,0
0.304536501115694,0
0.29968169205161,0
0.4591303267745,0
0.0775688312095543,0
0.782774857291654,0
0.33626783116316,0
0.343075986325301,0
0.290448425888572,0
0.12505529855235,0
0.394356359324516,0
0.253767150587167,0
0.304129228984532,0
0.233934809069284,0
1.58897431651521,0
0.144591446292471,0
0.306776731759233,0
0.231107443831885,0
0.202822837646014,0
0.160619854335378,0
-0.0693811968736087,0
0.33538879714914,0
0.343378195096337,0
0.17331151554679,0
0.1480992232274,0
0.309636026721651,0
0.463940747529689,0
0.124263956695368,0
0.179840423647596,0
0.338705702505072,0
0.264030136804376,0
0.538641307473602,0
0.138694600127668,0
0.0818725692963006,0
0.210308712927773,0
0.13254092878772,0
0.204264516023474,0
0.188564623140487,0
0.224510326371432,0
0.191097379211316,0
0.202147749066701,0
0.653004719499404,0
0.0858062740518485,0
0.343496891473155,0
0.105995136389936,0
0.239769989959033,0
0.176730229634509,0
0.32651954226013,0
1.35176053662158,0
0.251748448510649,0
0.150175271997313,0
0.220791416618449,0
0.594383555051213,0
0.166600924306646,0
0.0855323438470831,0
0.142809612617004,0
0.222056121833703,0
0.105980460829992,0
0.2441958392393,0
0.338705637800286,0
0.111854647406692,0
1.0334068899802,0
0.121272482984828,0
0.11488596724493,0
0.071191260641407,0
0.0514892683424907,0
0.188910267929787,0
0.305679011805478,0
0.323926611806517,0
0.0653581295734343,0
0.357679745798809,0
0.281894449811943,0
0.189176691251072,0
-1.21155597176487,0
0.0270469458140942,0
0.252706023137379,0
1.28030007917053,0
0.0956992439664176,0
0.0793230894986637,0
0.280041578128161,0
0.817364915890331,0
0.174998974612745,0
0.132109228667941,0
0.313203507117185,0
0.309919648653274,0
0.0903209756169419,0
0.0687231613296144,0
0.309018090988835,0
0.271717878237187,0
0.0975764134186279,0
0.459098008957783,0
0.299808444467705,0
0.432730332140872,0
0.397945556046681,0
0.110014997810257,0
0.199071162104928,0
0.126306719495664,0
0.0847275893286843,0
0.249405500921057,0
0.0815152342886012,0
0.191130721632504,0
0.188991929336831,0
0.374680506472897,0
0.512032936798789,0
0.104062023181484,0
0.288752173270369,0
0.0821980205492244,0
0.186538369547342,0
0.183404433405322,0
0.297046927873825,0
0.214080432166836,0
0.0517235340299202,0
0.266916686771562,0
0.271283080939992,0
0.174254378257541,0
0.133374289696189,0
0.0919954773814053,0
0.313731739761728,0
0.260590776375469,0
0.0910028271892811,0
0.295746615280909,0
0.301727114546447,0
0.238742587974003,0
0.248248178198215,0
-0.0151897395823368,0
0.218211256080755,0
0.110567144685154,0
0.102667448834464,0
0.360101155120021,0
0.164370042442604,0
0.227093367242558,0
0.0326346809494541,0
0.100704294693802,0
0.16360422522272,0
3.92535894941223,0
0.13791165657271,0
0.368709305885938,0
0.235514015341172,0
0.0641476310612995,0
0.211568966897982,0
0.231063813609551,0
0.134736163665215,0
0.257180466203261,0
0.20928327915146,0
0.247952573914559,0
0.101852225454533,0
0.255250196731449,0
0.236767267013939,0
0.109777086012537,0
0.281864872878497,0
0.434727016549658,0
0.207769652185591,0
0.16995054991682,0
0.251064659668289,0
0.14533163276349,0
0.0892926048317824,0
0.094830491305791,0
0.178311603003488,0
0.169118746815845,0
0.150937414384224,0
0.207697233444349,0
0.220891922198866,0
0.0930318061781703,0
0.141398517050415,0
0.157256030397061,0
0.232075842615026,0
0.154816942224173,0
0.28691468494419,0
0.392049725005799,0
0.273708096473362,0
0.293522732807229,0
0.228106254384053,0
0.0337118886635632,0
0.172987498452651,0
0.137279506009271,0
0.349424289412024,0
0.303029229674015,0
0.323468761496719,0
0.301210013495404,0
0.26170575187551,0
0.131394831772597,0
0.132902122283392,0
0.0451295701251136,0
0.29325238531487,0
0.471082791361036,0
0.248664814895754,0
0.124931372255664,0
0.189968548119138,0
0.228804692704167,0
0.157574338189626,0
0.134999879487163,0
0.0965418727028009,0
0.198002551344638,0
0.126135341616543,0
0.180462391773336,0
0.149760153381074,0
0.298525236098853,0
0.225227567554784,0
0.214774306933379,0
0.170627042852368,0
0.198682487256165,0
0.359288865157398,0
0.327679762705667,0
0.225718073793907,0
0.258342974042998,0
0.0946485490246033,0
0.101624007417634,0
0.134867934726304,0
0.150326942250652,0
0.262897578926328,0
0.0882472084569351,0
0.273117325852598,0
0.0752817587132126,0
0.432015587643492,0
0.244783782979227,0
0.095492859814067,0
0.457335547133322,0
0.108477933696114,0
0.282786165355499,0
0.105039407926668,0
0.150256308130269,0
0.18946434684999,0
0.257003013420766,0
0.108798814235737,0
0.101284997090144,0
0.169863446123093,0
0.181047081815927,0
0.543926574223069,0
0.126200855656816,0
0.23407601653313,0
0.547295860710403,0
0.143619646469525,0
0.196469056986083,0
0.148410704856145,0
0.0326606644142019,0
0.295401302143256,0
0.144879166797607,0
0.159666252597074,0
0.135313750075853,0
0.195057896432938,0
0.0858739453685682,0
0.111620660833,0
0.280054217011125,0
0.111783205766524,0
0.177787512214321,0
0.204998744629073,0
0.202539157116074,0
0.43909716937572,0
0.295341343465792,0
0.0984076482722755,0
0.135700273072826,0
0.389624754900397,0
0.614194497113913,0
0.227425989817502,0
0.245918175878275,0
0.234658974412112,0
0.145922037911715,0
0.379367239555015,0
0.399718798711993,0
0.27542500743325,0
0.218721708788009,0
0.119956217119058,0
0.191912430811516,0
0.0650911116470589,0
0.308283096409316,0
0.329048335569067,0
0.250866307754771,0
0.107925016421139,0
0.556441618771797,0
0.319191273933895,0
0.177727704942367,0
0.312832885318087,0
0.222543007397388,0
0.243651428879515,0
0.22075194787996,0
0.235143368694771,0
0.569530023495848,0
0.36346686187647,0
0.138960215170928,0
0.10480558041658,0
0.144452633782673,0
0.182216449391915,0
0.0421136739312615,0
0.27069865577798,0
0.336457384276045,0
0.164082312187639,0
0.243250453356762,0
0.023348815880344,0
0.135903576843126,0
0.132410634532688,0
0.264944967725706,0
0.172797876037985,0
-0.0229211188851406,0
0.161513571236901,0
0.137262798365258,0
0.348705366110168,0
0.182535337439327,0
0.1738066390948,0
0.0722396800540143,0
0.204944875492544,0
0.260946922736214,0
0.057229296147687,0
0.0956617899538872,0
0.198921334739712,0
0.108847614441651,0
0.253308999114873,0
0.0953476077491977,0
0.212514059084816,0
0.358707988628891,0
0.380340274038225,0
0.27599464276861,0
0.173836495692672,0
0.370254809956082,0
0.442630276186195,0
0.314544912845141,0
0.287078358562494,0
0.154400332839638,0
0.147605163107787,0
0.333504637880002,0
0.181320008907081,0
0.648097967979635,0
0.362368964944531,0
0.162954319142257,0
0.197218984384625,0
0.214990607253237,0
0.322439297953313,0
0.27782378972416,0
0.303749751802929,0
0.210570476353033,0
0.363184688301897,0
0.232386690870629,0
0.0696652237018299,0
0.259989638485528,0
0.17244467706703,0
0.324518260622272,0
0.161572103790788,0
0.0951307498464965,0
0.122775275423922,0
0.224872845659002,0
0.543704346585883,0
0.182834062672263,0
0.172247496299467,0
0.273005255171421,0
0.155108465183283,0
0.170709446285778,0
0.568194013678629,0
0.0805799522293645,0
0.178201436436959,0
0.193682047130659,0
0.266563730191949,0
0.22690824032807,0
0.223356358633322,0
0.232529049145236,0
0.300135210706233,0
0.153785639527739,0
0.137688977598951,0
0.640658310797579,0
0.186417648762672,0
0.328606661306546,0
0.179116190311397,0
0.142094344797275,0
0.229774603303426,0
0.250882875185386,0
0.103921353113015,0
0.179284902743975,0
0.254079920411866,0
0.0741432816500083,0
0.100914545966846,0
0.0386882088125665,0
0.224811704621674,0
0.539459796441104,0
0.282485306437967,0
0.223213585998313,0
0.182674577787155,0
0.244460160552731,0
0.216796159454771,0
0.198872506344561,0
0.143905793185839,0
0.106924856952125,0
0.211850592650952,0
0.0307593375271364,0
0.188521882540743,0
0.271601615478063,0
0.188019286962987,0
0.291244901281309,0
0.359698574875647,0
0.309334748732671,0
0.159939731071064,0
0.136636984209425,0
0.211206065495157,0
0.0626906633956344,0
0.095639904305362,0
0.174996477390856,0
0.296827523609591,0
0.205660228141659,0
0.241096829230702,0
0.091574207283681,0
0.148102395725846,0
0.248026311467116,0
0.202352814685561,0
0.277886565753771,0
0.322044079889207,0
0.129016732350089,0
0.158630484230447,0
0.218600446173637,0
0.233230977933879,0
0.0721990034293096,0
0.467977866506176,0
0.154914749459844,0
0.134747889514396,0
0.0710705638088063,0
0.102561280539826,0
0.23379207259973,0
0.146021107726718,0
0.3748369169531,0
0.284772359377468,0
0.413231590309885,0
0.0992381347997893,0
0.404225588647426,0
0.24636858104694,0
0.212365340385576,0
0.278510827433381,0
0.170953872784961,0
0.11862176495529,0
0.19923114716322,0
0.148728522113022,0
0.216380076749406,0
0.105626453411257,0
0.332236847086145,0
0.1347619251622,0
0.185380708738313,0
0.0764468964225147,0
0.129321546396745,0
0.112201211809288,0
0.109179779030001,0
0.203165680240273,0
0.197386126110809,0
0.299005608662689,0
0.112368079861841,0
0.60770767285264,0
0.0991184272444001,0
0.270331914333763,0
1.51654853391237,0
0.410439318285122,0
0.545240246637884,0
0.20395314576658,0
0.224259056859632,0
0.464376570724331,0
0.0807481804635205,0
0.331465953587526,0
0.313243967368928,0
0.883727629237453,0
0.407283028496121,0
0.21282454333142,0
0.254277899662881,0
0.279501877068408,0
0.400082096049659,0
0.432257194722058,0
0.354226443562051,0
0.125864131184265,0
0.285986065172027,0
0.273288389827717,0
0.137465880837132,0
0.227846016870964,0
0.068244168149394,0
0.346169568626466,0
0.23039375023081,0
0.356234770176304,0
0.180402020048884,0
0.071469516632343,0
0.209105542413057,0
0.256107875780088,0
0.141611196940062,0
0.258666522366557,0
0.384362538255532,0
0.161461777382468,0
0.368297512661589,0
0.293443703519562,0
0.242916304342982,0
0.195182049318382,0
0.341954971954866,0
0.0829195148839771,0
0.138557007144436,0
0.349281156165271,0
0.29077599984629,0
0.211867096425629,0
0.251057083249661,0
0.180848886440678,0
0.224649751931824,0
0.24260590504714,0
0.130376535962429,0
0.304713346876483,0
0.396686905862747,0
0.191666104620333,0
0.22721557977577,0
0.00973741430368225,0
0.202977210333439,0
0.202036841635533,0
0.29240165421397,0
0.135232017049214,0
0.184970159281016,0
0.394584243441253,0
0.678601487484466,0
0.24386518483881,0
0.295280857298881,0
0.126184639781214,0
0.0576124988829614,0
0.295192783800982,0
0.275232763790227,0
0.915317432129705,0
0.22102139949115,0
0.317764950189563,0
0.278275774064859,0
0.332854629579566,0
0.10531518504179,0
0.121668731901328,0
0.532013525750609,0
0.278621375613025,0
0.199895684849872,0
0.074150425320548,0
0.311210408902267,0
0.285693306991306,0
0.393041820687937,0
0.277047591316264,0
0.276489495586085,0
0.288109164214867,0
0.00570021830684542,0
0.01533560083508,0
0.272100794130979,0
0.166500265518977,0
0.0227417455783169,0
0.482963900152563,0
0.106718443985247,0
0.245536106804596,0
0.204236155620111,0
0.269661754126805,0
0.256488800559163,0
0.312834717146226,0
0.112179669535282,0
0.017066733717501,0
0.098497606534731,0
0.215051993541986,0
0.128291577508953,0
0.224835693126519,0
0.114888738015678,0
0.259148190275522,0
0.127243701705116,0
0.180083004969759,0
0.22289650069206,0
0.216304570530864,0
0.225760991052326,0
0.215634950386073,0
0.151612638530871,0
0.231872381267665,0
0.444824256923099,0
0.293576550875725,0
0.3473185010471,0
0.13991579353653,0
0.350641191255202,0
0.104778652520674,0
0.646042412613835,0
0.386839583547647,0
0.273089008934475,0
0.334220688392599,0
0.438783154709472,0
0.313251174656325,0
0.231353893175467,0
0.325324141941822,0
0.509864286428226,0
0.092608013915102,0
0.164483998312718,0
0.10278756499768,0
0.178275084360192,0
0.287933492046144,0
0.164739617928084,0
0.146424752732264,0
0.215976162206336,0
1.81250979292017,0
0.277113915751112,0
0.189834023902576,0
0.177926489094863,0
0.00792297624384419,0
0.16667594307089,0
0.251161306070074,0
0.107680374021254,0
0.145099162735136,0
0.236618238239485,0
0.194437588928758,0
0.738307111983421,0
0.254639020436932,0
0.30551616414977,0
0.164766774171391,0
0.375182838623425,0
0.214394997387399,0
0.241163107699722,0
0.299045015350426,0
0.178457794630132,0
0.203309713269186,0
0.177553205935811,0
0.180119045960898,0
0.123780865373576,0
0.199959606093236,0
0.116214862453542,0
0.290826250226877,0
0.100398035166092,0
0.166942888939692,0
0.110576607752302,0
0.302574600687418,0
0.0915836127714008,0
0.245036182349985,0
0.0664692475492983,0
0.177409531371894,0
0.154716580597243,0
0.554019018964715,0
0.0456258971967628,0
0.294456492167866,0
0.145165745161626,0
0.151568045265474,0
0.286777127424248,0
0.237062542648309,0
0.0899853476168042,0
0.0275396378759662,0
0.422594676624763,0
0.0692863140040654,0
0.644808894268943,0
0.279401325252814,0
0.188405268949725,0
0.117359963231962,0
0.0917993282546623,0
0.318801443106514,0
0.110399713465716,0
0.215718898607978,0
0.167764037362295,0
0.257503660511127,0
0.156496762117579,0
0.190472591591172,0
0.291398802852614,0
-0.0232103286638727,0
0.244466447461681,0
0.330598451874708,0
0.383819051874277,0
0.321894050486656,0
0.185666035373828,0
0.40854093157255,0
0.168823277087659,0
0.283328776379595,0
0.128330769414643,0
0.217742669477727,0
0.496879002031072,0
0.381494131757886,0
0.321138985630443,0
0.243603361440774,0
0.260809040900089,0
0.235061754427411,0
0.434961375325481,0
0.305091114937701,0
0.292698094212576,0
0.20840486920365,0
0.00417727261392842,0
0.127336823666095,0
0.0941947227601002,0
0.583772642560009,0
0.0925764313038409,0
0.385000346610003,0
0.186207247390305,0
0.147828784985857,0
1.9913344383604,0
0.337422712413389,0
0.0793413259168735,0
0.428057159113105,0
0.22023765594736,0
0.18367977473995,0
0.285034230081663,0
0.190127507811255,0
0.154178149553736,0
0.421685129199715,0
0.168285412989772,0
0.359596950348913,0
0.13452306319761,0
0.180016859707369,0
0.112922808257553,0
0.143126470554903,0
0.323651735075949,0
0.143303269241676,0
0.119581013915496,0
0.147456995937414,0
0.284198089584475,0
0.298090072593273,0
0.225797234983023,0
0.104809531191557,0
0.59830038573693,0
0.175229851737931,0
0.0806357278733627,0
0.132301607779139,0
0.0894080968180601,0
0.145949379014283,0
0.419417105147625,0
1.32672585138364,0
0.137721050090397,0
-9.88122167522998,0
0.242159298780581,0
0.0470305305814369,0
0.260830254126631,0
0.338163346046451,0
0.289906705191156,0
0.366326829382421,0
0.238747730532687,0
0.163373338561679,0
0.0511418929563052,0
0.254055184520173,0
0.0304768641997302,0
0.0591228774657799,0
0.197663086912404,0
0.140784786853932,0
0.11652530782331,0
0.171809242075444,0
0.473311625035712,0
-0.00607046411029843,0
0.203916745598802,0
0.422261713296228,0
0.120679145815041,0
0.125474204080315,0
0.200984532414316,0
0.209679052471869,0
0.092152225488518,0
0.428221776006109,0
0.0885706244521084,0
0.135000361212564,0
0.0184239059632042,0
0.112673671073783,0
2.54253961061655,0
0.194115529366856,0
0.197396795256138,0
0.225480418367578,0
0.161580428438323,0
0.414212264011632,0
0.262357297555249,0
0.0838507723208824,0
0.0931881671692858,0
0.142275803921881,0
0.247738868591263,0
0.141060723760627,0
0.106966958052432,0
0.10842432978319,0
