"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","California!!Estimate","California!!Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New York!!Estimate","New York!!Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Washington!!Estimate","Washington!!Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error"
"Gini Index","0.4741","±0.0052","0.4376","±0.0123","0.4591","±0.0040","0.4750","±0.0064","0.4866","±0.0018","0.4548","±0.0048","0.5024","±0.0053","0.4509","±0.0126","0.5115","±0.0099","0.4808","±0.0026","0.4795","±0.0041","0.4397","±0.0077","0.4337","±0.0098","0.4800","±0.0032","0.4584","±0.0048","0.4422","±0.0056","0.4500","±0.0058","0.4764","±0.0052","0.4978","±0.0049","0.4490","±0.0084","0.4558","±0.0036","0.4803","±0.0039","0.4634","±0.0033","0.4434","±0.0041","0.4896","±0.0085","0.4633","±0.0042","0.4597","±0.0104","0.4400","±0.0056","0.4710","±0.0074","0.4406","±0.0089","0.4782","±0.0036","0.4768","±0.0070","0.5149","±0.0026","0.4743","±0.0034","0.4558","±0.0104","0.4651","±0.0033","0.4739","±0.0040","0.4500","±0.0052","0.4745","±0.0031","0.4628","±0.0096","0.4747","±0.0056","0.4360","±0.0093","0.4749","±0.0045","0.4753","±0.0019","0.4268","±0.0069","0.4471","±0.0114","0.4690","±0.0035","0.4577","±0.0037","0.4644","±0.0068","0.4391","±0.0038","0.4345","±0.0145","0.5509","±0.0069"
